subject,body,label
Hr update: new hire introductions,The latest information for new hire introductions is now available. Save it for reference whenever convenient. Reference ID EMAIL-02426.,normal
Immediate review needed for cloud access removal,We need a decision on the cloud access removal before the release window. Attach the latest evidence and confirm the accountable owner. Reference ID EMAIL-02156.,important
Action required: failed login spike,A high-priority request came in from Nimbus Travel regarding failed login spike. Leadership expects an update before end of day. Reference ID EMAIL-01038.,important
Shared update: monthly all-hands recording,This is a routine note about monthly all-hands recording. You can read it when convenient. Reference ID EMAIL-00071.,normal
FYI: new coffee machine,The latest information for new coffee machine is now available. Save it for reference whenever convenient. Reference ID EMAIL-02702.,normal
Shared update: weekly newsletter,The latest information for weekly newsletter is now available. Save it for reference whenever convenient. Reference ID EMAIL-03263.,normal
optional wellness webinar from Legal,The latest information for optional wellness webinar is now available. Save it for reference whenever convenient. Reference ID EMAIL-01330.,normal
Sales escalation: customer account lockout,"UrbanCart is blocked because of a customer account lockout. Please respond before the release window with owner, status, and next action. Reference ID EMAIL-00241.",important
Data update: community volunteering signup,The data team published details for community volunteering signup. No action is required unless you want to participate. Reference ID EMAIL-00703.,normal
Customer impact alert: payroll approval deadline,The current payroll approval deadline can delay operations and trigger escalation. Please join the response thread before the release window. Reference ID EMAIL-00781.,important
Optional: team lunch menu,A friendly reminder about team lunch menu. Participation is optional and there is no operational impact. Reference ID EMAIL-02924.,normal
New note about weekly newsletter,This is a routine note about weekly newsletter. You can read it after the all-hands. Reference ID EMAIL-02605.,normal
new coffee machine available,Please see the attached information about new coffee machine. It is informational and can be reviewed on Friday. Reference ID EMAIL-01896.,normal
Immediate review needed for checkout outage,The current checkout outage can delay operations and trigger escalation. Please join the response thread before the release window. Reference ID EMAIL-03795.,important
